AAPL,AET,AMZN,ANTM,BA,BLL,CALM,CCI,CI,CMCSA,CNQ,COF,DFS,DGX,DOW,DUK,ESRX,FB,FIS,GD,GIS,GOOG,GOOGL,HAS,HBHC,ICE,INTC,KMI,LCI,LLL,LNT,MDCO,MMM,NDAQ,ORCL,PFE,PG,PPL,PREKF,PSX,RAI,RGA,SNY,T,TECH,TWX,UNH,V,VC,VZ,WM,WMT,WWAV,XLB,XLE,XLF,XLI,XLK,XLP,XLRE,XLV,XLY,XOM
0.060980642,0.025292977,0.010771356,0.043142556,0.003365578,0.003540471,0.008393237,-0.013435047,0.009711381,0.002519252,-0.003307992,0.001373182,-0.007361463,0.00685384,0.011235921,-0.015024191,0.003339199,0.022329564,-0.005036537,-0.000276138,-0.017765701,-0.001374228,-0.006035202,-0.004605563,-0.004361998,-0.000171404,-0.008147705,-0.004923903,0.027295335,-0.006805736,-0.017795537,0.03328713,0.002002005,0.002977025,-0.006731513,0.008277651,-0.003082146,0.003157291,0,-0.010659182,-0.002993505,0.008209128,0.002452232,-0.002371893,0.004029516,-0.001342259,0.003763117,-0.003264369,0.014402155,-0.01265046,-0.004604312,-0.007641513,-0.001997821,0.005003899,-0.007407419,0.001287024,-0.001735577,0.007587819,-0.007796167,-0.011071244,0.008650037,-0.001886175,-0.01132432
-0.001708743,-0.009538722,0.009130818,-0.019466319,-0.010428779,-0.041944324,-0.004756266,0.012925508,0.004402562,-0.00687745,0.027879184,-0.013369959,-0.010324256,-0.000756348,-0.007296816,0.005558429,-0.035016625,-0.017938903,0.00050621,-0.003701033,0.005703145,0.003562951,0.003704455,0.003774565,-0.013143522,0.000685543,0.004381137,0.018893387,0.048309176,-0.001966862,0.014332017,0.020134228,-0.005651685,-0.001130771,0.003514056,0.001894537,0.004923852,0.009442004,0,0.00371521,-0.000500469,-0.000474294,-0.009050954,-0.020922515,-0.005677386,-0.011269683,-0.011984589,-0.001698204,0.00055033,-0.002273197,0.006649294,0.007096385,-0.003093758,-0.004404433,0.005666054,-0.003856024,-0.001896604,-0.001981742,0.009198921,0.011853759,-0.000281122,-0.000826736,0.006148953
0.004279182,0.017517651,-0.035418774,0.00900671,0.000862813,0.00709216,-0.016726309,0.011051622,0.006811047,0.00226403,-0.011301197,0.018299764,0.019100831,0.008974859,0.005846943,-0.001799702,0.005997811,0.001070009,0.004300579,0.015302695,0.016364209,0.003706762,0.002285331,0.002304646,0.031076609,0.002568962,0.002745717,0.012803576,-0.080645158,0.01792747,0.008264517,0.209473658,0.004937424,-0.004669611,0.011255628,0.01134573,-0.003988127,0.005102058,0,-0.013571942,0.007843808,0.005140734,0.002962306,0.001699854,0.012010249,0.00250973,0.006904704,0.045929517,-0.013419887,0.006213815,0.000143631,-0.002998453,0.003468456,0.001731089,0.008657477,0.020215014,0.007442553,0.006552783,0.006456516,0.006508318,0.004359413,-0.001300237,0.001078545
0.009373965,-0.014441882,-0.00315971,-0.014269575,0.009729071,-0.012188438,-0.037667167,-0.019157048,-0.01520432,-0.009566861,-0.028412852,-0.003412145,-0.001009228,-0.005679981,-0.003155605,-0.001030296,0.004620749,0.008245549,-0.000629759,-0.000436883,-0.020564339,-0.000187105,0.001816773,0.141353037,-0.012917154,-0.00051251,-0.006845564,-0.019180514,0.015037543,0.005558329,-0.004230566,0.028503069,0.000342855,-0.008529974,-0.008162305,0.00436273,-0.000114426,-0.006204118,0,-0.0101313,-0.000496739,0.001652423,0.000246074,-0.004606036,-0.0184825,0.005111062,-0.008401807,-0.002904275,-0.002229948,-0.011321593,-0.003302277,-0.001503728,-0.003638366,-0.002688233,-0.008446906,-0.004637379,0.001414655,0.000591874,-0.005471708,-0.00614291,0.001120148,-0.002958938,-0.002753209
0.009517269,-0.000993485,0.006017514,0.011351307,0.015367758,-0.004387158,-0.013888864,0.004365771,0.005917127,0.004292997,-0.030924365,0.005592307,-0.006957515,-0.001724466,-0.003832039,0.002320486,0.005044451,-0.001665925,-0.025834853,0.000928835,0.006184912,0.007025662,0.009262171,0.007104284,0.001090565,0.024269391,0.002205624,-0.016888844,0.017283951,-0.001614773,0.003717446,-0.020520436,0.003769208,-0.005448777,-0.00074808,-0.004653987,0.006979405,0.004540291,-0.052224775,-0.0074551,0.003810459,0.002049011,-0.009596432,0.001461227,0.002775007,-0.001452878,0.00012463,-0.000582582,-0.004134484,0.000208245,0.006914493,0.007379482,0.002738689,-0.007893707,-0.014152221,-0.002541384,0.001726571,0.003943165,0.008157847,-0.001951863,0.000979019,-0.000949591,-0.006481828
0.003877401,0.005469495,0.008873873,6.31E-05,-0.007693252,0.025337311,-0.005121665,0.002745428,-0.000405658,-0.002270879,-0.00138741,-0.006469181,-0.005108714,0.004642626,-0.001003529,0.011446943,-0.001771405,0.017900494,0.032858909,-0.000382119,0.006470414,0.001747319,0.00078389,0.017266792,-0.017429246,-0.048222919,0.000825392,0.013110262,0.021844612,-0.003483651,0.009259339,0.020086415,0.00745342,-0.006920462,-0.001247816,0.001870231,0.00363595,0.007062151,0,0.003946503,-0.001485398,-0.002831309,0.023850907,0.002188716,-0.01304605,0.00394926,-0.001370467,-0.008043867,0.015148092,0.006869234,0.001573677,0.013753899,-0.002184978,0.002328788,0.002369319,-0.006794021,-0.001410206,0.001767485,0.00414003,0.008474605,-0.001536962,0.006178658,-0.006583663
0.007226014,-0.000989063,0.002012862,0.019419838,0.002869184,-0.005103372,0.025740027,0.001368875,0.002029241,0.004552095,0.031608218,0.016066112,0.011590272,0.007737711,0.00887323,-0.011317393,-0.002070393,-0.000447079,0.011397838,-0.003003183,0.013500482,0.001459701,0.00021689,0.011591751,0.01330381,0.00946706,-0.025288674,-0.001338733,0.021377721,0.008177772,-0.013106159,0.032182935,0.006268622,0.003193984,0.005247376,0.007467393,0.003849156,-0.006451709,0.021941865,0.004945463,0.000661164,0.001577388,0.036156322,0.002426644,0.036951755,-0.002380911,0.000810959,0.005758679,0.011827125,0.009096589,0.003428053,0.018728862,0.000729945,-0.000387236,0.011262581,0.013681035,0.007688699,0.003136638,0.004122961,0.004201646,0.00363843,0.006258842,0.004418176
-0.002265541,0.003960094,0.007426752,0.003958529,0.01186996,0.003374727,-0.011292246,-0.00250628,-0.017483437,0.001599414,0.015488179,-0.001581195,-0.001885381,-0.002239512,0.01543314,0.004501589,0.013781875,0.000372767,-0.003591342,0.009912909,-0.004757421,0.005076813,0.005770641,-0.001125445,0.002188157,0.001215679,-0.003384067,0.00446832,-0.009302372,0.009969043,0.005577662,0.039794851,0.004602131,0.009696065,0.013919985,-0.00092659,-0.007894406,0.002258666,0.016047969,0.00769716,0.000495525,0.004724766,-0.00304452,0.001694505,-0.002897175,0.00217909,0.001932175,0.003739179,-0.003277289,0.003482872,0.004128133,-0.015344603,-0.000182312,0.009103183,0.007562154,0.002952408,0.007941487,0.002931435,0.000746497,0.006758963,0.001952032,0.006102628,0.008308908
0.008855571,0.002958345,0.010961263,0.007392782,0.010828389,-0.006457729,-0.005076167,0.030379208,0.002061168,0.007451736,-0.006962846,0.007126663,0.01104333,0.004275342,0.006046772,0.007554469,0.013009779,-0.001043289,0.005592898,0.011930651,0.002071399,0.006845536,0.004923095,0.005121377,0.013100476,0.023937511,0.013016384,0.003113835,-0.028168922,0.014468769,0.003433729,-0.000789051,0.011284938,0.013329508,0.007354719,0.008037188,0.00386492,0.006478857,-0.016532071,0.000500898,-0.004292527,0.006975469,-0.000704698,-0.017641348,0.006392287,-0.005280623,0.007713872,0.00628639,0.003397687,-0.008779114,0.004252832,-0.003675387,0.000547127,0.008253376,0.001910477,0.01135403,0.010041617,0.004481673,0,0.004795387,0.006123051,0.001166432,0.005816808
0.012979301,0.030807005,-0.000167375,-0.001223074,0.002797126,-0.001489515,-0.003826582,0.000332508,0.00569068,0.005019099,0.01368947,0.012917006,0.018252313,0.006917859,0.00259909,-0.008260279,0.004761818,-0.001491958,-0.005067407,0.003376152,0.003180172,0.001477006,0.001275397,-0.003362825,0.010775862,-0.006437359,0.003631313,-0.00044337,0.065217292,0.001571243,-0.008423374,0.017176663,0.003204076,0.001131571,0.00024332,0.004293131,-0.005095652,-0.007276728,0.006838687,0.001001269,-0.004808497,0.000155697,0.005171533,0.002459975,0.005870393,0.003330901,0.007037468,0.004743139,0.003604522,-0.00576723,0.000282396,0.013132764,-0.002005122,-0.000190336,0.003268933,0.011642426,0.00045896,0.003297794,0.000186541,-0.00509068,0.007883804,0.005708941,-0.002168675
0.003629025,0.020904571,0.007544324,-0.003857487,0.004747792,-0.008407853,0.003841281,-0.002326862,-0.000613551,0.006702616,0.00164688,0.0083167,0.000988003,0.00824435,-0.010045415,-0.005247146,-0.002441448,-0.00306316,0.011304402,0.004059227,0.001585021,-0.001791739,-0.003226101,0.000408926,0,0.006138057,0.0033398,-0.011978748,0.058956964,0.014602053,-0.003450943,0.020186355,0.007066598,0.006640308,0.007542628,0.023206046,0.037104507,0.000281882,-0.017221743,0.001250296,0.006831053,0.001011712,0.013797943,0.00907973,0.00959691,-0.000726213,0.007110824,0.009863333,-0.006856737,-0.003936151,0.006915008,0.000436906,0.009680347,-0.001332818,-0.003937024,0.007809319,0.005350835,0.003286896,0.009136622,-0.002878171,0.010841235,0.005213115,0.004105337
-0.001180644,0.008175047,0.001708797,0.006638402,0.008919049,-0.001914648,-0.006377551,0.005108835,-0.008595368,-0.007963447,-0.002301868,-0.004618916,-0.00112806,-0.000943453,0.005073683,0.027611397,-0.003311201,0.002997557,0.003807852,0.003989574,-0.026111695,0.006324932,0.005792261,-0.002044123,0.00213217,-0.006100611,0.009986158,-0.021553615,-0.014989293,0.002022074,0.010388892,0.004566172,0.009411156,0.001263106,0.004346776,0.003282632,-0.00362162,0.006764397,0.022740483,-0.011957206,0.004633428,0.004120337,0.004382999,0.003161503,-0.001806036,0.00072674,-0.003895549,-0.001485001,-0.001972603,0.007903431,-0.00238259,0.002620481,-0.00235161,0,-0.013629545,-0.002447026,0.000304083,0.002312573,0.001293427,0.004169337,-0.001357674,-0.005070811,-0.010341522
